9.061840364,5.018811542
9.080839726,5.084494476
9.072544551,5.033296953
9.068492737,5.034691332
9.162917646,5.028313044
9.072649656,5.087106847
9.163374918,5.070896585
9.278547903,5.108788467
9.215678123,5.071964596
9.279684553,5.080411897
9.278269324,5.107396888
9.341638697,5.101440596
9.245561096,5.124232841
9.229200075,5.12203023
9.314620521,5.149095917
9.243033029,5.12549924
9.182588537,5.12983691
9.129544754,5.124278092
9.16443575,5.163286121
9.243222259,5.144444471
9.380264261,5.076950125
9.291454912,5.093778335
9.422142769,5.084788084
9.346320119,5.070060193
9.461217102,5.062190237
9.530597416,5.05649779
9.55057716,5.094240472
9.520575178,5.098698545
9.540393003,5.12057688
9.63946778,5.191384138
9.631454572,5.20411924
9.577027896,5.299375275
9.489381131,5.347485116
9.46572377,5.350999407
9.381820326,5.334969214
9.349065205,5.332769819
9.303983679,5.335354235
9.436812799,5.337130433
9.491172309,5.294182513
9.492639433,5.243616157
9.437443052,5.210933041
9.417847265,5.206107749
9.464189394,5.186006576
9.587340395,5.156177674
9.788981126,5.099304262
9.767863279,5.123265023
9.744144427,5.151972376
9.56628925,5.198124972
9.569542315,5.232698913
9.588541677,5.256219774
9.60754104,5.251190334
9.626540403,5.280731078
9.645539766,5.290298084
9.664539129,5.263142909
9.683538492,5.217644817
9.702537854,5.205885088
9.721537217,5.221638187
9.74053658,5.268322776
9.759535943,5.317014898
9.778535306,5.355123618
9.797534669,5.37974948
9.816534032,5.433557916
9.835533394,5.510360762
9.854532757,5.443939751
9.87353212,5.54111759
9.892531483,5.44168613
9.911530846,5.376002602
9.930530209,5.393786596
9.949529571,5.483274699
9.968528934,5.550322502
9.987528297,5.646596943
10.00652766,5.674614175
10.02552702,5.677239045
10.04452639,5.707235088
10.06352575,5.737231131
10.08252511,5.767227175
10.10152447,5.797223218
10.12052384,5.827219261
10.1395232,5.857215304
10.15852256,5.887211347
10.17752193,5.91720739
10.19652129,5.947203433
10.21552065,5.977199476
10.23452001,6.00719552
10.25351938,6.037191563
10.27251874,6.067187606
10.2915181,6.097183649
10.31051747,6.127179692
10.32951683,6.157175735
10.34851619,6.187171778
10.36751555,6.217167821
10.38651492,6.247163865
10.40551428,6.277159908
10.42451364,6.307155951
10.44351301,6.337151994
10.46251237,6.367148037
